,state_id,name,ccn,zipcode,part_of_system,system_name,service_cat,total_charges,medicaid_inpatient_charge,medicaid_outpatient_charge,total_revenue,bad_debt,net_patient_revenue,charity,charity_and_bad_debt,medicaid_charges,medicaid_revenue,total_expenses,beds,medicaid_inpatient,total_inpatient,medicaid_outpatient,total_outpatient,medicaid_pct_inpatient,medicaid_pct_outpatient,year,type,uninsured_cnt,total_uninsured_cnt,dsh_cost_to_charge,total_inpatient_charge,total_outpatient_charge,total_inpatient_charge_newborn,city,system_city,acute_care,report_count,total_supplemental
286,79266,Methodist Hospital - South,440049.0,38116.0,1,Methodist LeBonheur Healthcare,General Medical and Surgical,475678051.0,45220970.0,88520778.0,99082597.0,25316949.0,90236138.0,59684938.0,85001887.0,133741748.0,20299362.0,96332349.0,156.0,6230.0,23744.0,29862.0,80195.0,0.2623820754716981,0.3723673545732278,2017,non_profit,15545.0,20624.0,0.21,198378135.0,275081178.0,200596876.0,Memphis,Memphis,yes,5.0,7893861.0
287,79276,Methodist Healthcare - Memphis Hospitals,440049.0,38104.0,1,Methodist Healthcare,General Medical and Surgical,2962101226.0,186015254.0,207798969.0,790889743.0,20098073.0,647532094.0,176048181.0,196146254.0,393814223.0,58288021.0,761984898.0,617.0,19310.0,132111.0,58951.0,486148.0,0.14616496733807177,0.12126142656145865,2017,non_profit,29812.0,43208.0,0.21,1269626390.0,1692474836.0,1269626390.0,Memphis,Memphis,yes,5.0,27433679.0
288,79296,Methodist Hospital - North,440049.0,38128.0,1,Methodist LeBonheur Healthcare,General Medical and Surgical,783189566.0,49905193.0,79778441.0,161771277.0,35217530.0,150565937.0,79268642.0,114486172.0,129683634.0,20046691.0,150853609.0,246.0,7160.0,47547.0,31501.0,129584.0,0.15058783940101372,0.24309328312137302,2017,non_profit,17545.0,24212.0,0.21,398385631.0,384803934.0,398385631.0,Memphis,Memphis,yes,5.0,4235901.0
289,79306,Lebonheur Childrens Hospital,440049.0,38103.0,1,Methodist LeBonheur Healthcare,Pediatric,1203230093.0,489703565.0,324689468.0,462719587.0,32719842.0,359381000.0,31817183.0,64537025.0,814393033.0,122766049.0,434979132.0,255.0,43348.0,60821.0,136487.0,196403.0,0.7127143585274823,0.6949333767814138,2017,non_profit,8426.0,18714.0,0.21,595384880.0,501232757.0,701997335.0,Memphis,Memphis,yes,5.0,108741538.0
290,79326,Baptist Memorial Hospital - Collierville,440048.0,38017.0,1,Baptist Memorial Health Care Corporation,General Medical and Surgical,235065552.0,5481969.0,17450039.0,48391490.0,8847336.0,45622007.0,2408955.0,11256291.0,22932008.0,2394271.0,54712654.0,81.0,465.0,7773.0,4279.0,35274.0,0.05982246236974141,0.12130747859613313,2017,non_profit,,,,91560623.0,143504929.0,91560623.0,Collierville,Memphis,yes,5.0,2038392.0
291,79386,Delta Medical Center,440159.0,38118.0,1,Acadia Healthcare Corporation,General Medical and Surgical,84437015.0,26073300.0,3811948.0,33184947.0,2224604.0,28443112.0,213370.0,2437974.0,29885248.0,8389473.0,33644163.0,223.0,14283.0,38626.0,4649.0,12047.0,0.36977683425671826,0.3859052046152569,2017,for_profit,,,,72088899.0,12348116.0,72088899.0,Memphis,Franklin,yes,5.0,360255.0
292,79396,Saint Francis Hospital,440183.0,38119.0,1,Tenet Healthcare Corporation,General Medical and Surgical,1912465800.0,186606236.0,127066471.0,264710786.0,34818532.0,258509180.0,16743276.0,51561808.0,313672707.0,28867210.0,255405927.0,479.0,17068.0,77348.0,24462.0,98462.0,0.2206650462843254,0.248441022932705,2017,for_profit,16009.0,17057.0,12.32,1160803946.0,747083499.0,1165382301.0,Memphis,Dallas,yes,5.0,13363755.0
293,79446,Memphis Mental Health Institute,444001.0,38103.0,0,,Psychiatric,19098931.0,596913.0,,18317527.0,0.0,2188352.0,14977417.0,14977417.0,,107908.0,18324601.0,111.0,5867.0,18799.0,0.0,0.0,0.31209106867386566,,2017,public,,,,19098931.0,0.0,19098931.0,Memphis,,no,,0.0
294,79456,Lakeside Behavioral Health System,444004.0,38133.0,1,"Universal Health Services, Inc.",Psychiatric,173292224.0,73519434.0,3688508.0,66629741.0,3725972.0,65848975.0,0.0,3725972.0,77207942.0,24553703.0,46994117.0,287.0,40288.0,89681.0,8019.0,23819.0,0.44923673910861833,0.3366640077249255,2017,for_profit,179.0,179.0,0.0,0.0,0.0,0.0,Memphis,King of Prussia,no,,0.0
295,79506,Baptist Memorial Hospital for Women,440048.0,38120.0,1,Baptist Memorial Healthcare,General Medical and Surgical,293109350.0,107143713.0,44467450.0,82508128.0,5785390.0,69040281.0,3398828.0,9184218.0,151611163.0,34061217.0,97988089.0,140.0,19989.0,31839.0,23910.0,64459.0,0.6278149439366815,0.3709334615802293,2017,non_profit,1126.0,1126.0,0.2,163634834.0,119337867.0,173771483.0,Memphis,Memphis,yes,5.0,1623032.0
296,79516,Saint Francis Hospital - Bartlett,440228.0,38134.0,1,Tenet Healthcare Corporation,General Medical and Surgical,921169106.0,58483242.0,60495894.0,173830910.0,20441836.0,172437489.0,14634282.0,35076118.0,118979136.0,9631931.0,107848189.0,196.0,4332.0,35720.0,11296.0,65979.0,0.12127659574468085,0.17120598978462845,2017,for_profit,7374.0,8591.0,11.72,512766770.0,405918933.0,514170393.0,Bartlett,Dallas,yes,5.0,3155096.0
297,79756,HealthSouth Rehabilitation Hospital of Memphis,443029.0,38104.0,1,Encompass Health,Rehabilitation,42116103.0,1115082.0,237085.0,24233982.0,482092.0,24212731.0,443438.0,925530.0,1352167.0,229249.0,18012486.0,80.0,432.0,16631.0,387.0,4826.0,0.025975587757801694,0.08019063406547866,2017,for_profit,,,,39998583.0,2117519.0,39998583.0,Memphis,Birmingham,no,,0.0
298,79776,Baptist Memorial Restorative Care Hospital,442010.0,38120.0,1,Baptist Memorial Health Care Corporation,Long Term Acute Care,49342680.0,302620.0,,9624174.0,1827083.0,9462931.0,2010764.0,3837847.0,,46477.0,13422936.0,30.0,60.0,7199.0,0.0,0.0,0.0083344909015141,,2017,non_profit,9.0,9.0,0.27,0.0,0.0,0.0,Memphis,Memphis,no,,0.0
299,79786,Select Specialty Hospital - Memphis,442014.0,38119.0,0,,Long Term Acute Care,66508540.0,5774501.0,0.0,20973112.0,729843.0,20803051.0,366435.0,1096278.0,5774501.0,1562501.0,21008715.0,39.0,1266.0,10406.0,0.0,0.0,0.12166058043436478,,2017,for_profit,,,,0.0,0.0,0.0,Memphis,,no,,0.0
300,79806,Healthsouth Rehabilitation Hospital - North,443031.0,38128.0,1,Encompass Health,Rehabilitation,29718101.0,598684.0,,20804745.0,425682.0,20765696.0,44878.0,470560.0,,111108.0,10121178.0,50.0,247.0,14304.0,0.0,0.0,0.017267897091722596,,2017,for_profit,0.0,0.0,0.0,0.0,0.0,0.0,Memphis,Birmingham,no,,0.0
301,79816,Regional One Health Extended Care Hospital,442017.0,38103.0,0,,Long Term Acute Care,62709251.0,6310878.0,,14279934.0,598558.0,14279114.0,279963.0,878521.0,,1847289.0,12753966.0,24.0,843.0,7378.0,0.0,0.0,0.11425860666847384,,2017,non_profit,0.0,0.0,0.0,62709251.0,0.0,62709251.0,Memphis,,no,,0.0
302,79826,Baptist Memorial Rehabilitation Hospital,443034.0,38138.0,1,Kindred Healthcare,Rehabilitation,52712630.0,0.0,0.0,20936325.0,104754.0,20894783.0,24888.0,129642.0,0.0,0.0,16235095.0,49.0,0.0,14016.0,0.0,0.0,0.0,,2017,for_profit,0.0,0.0,0.0,0.0,0.0,0.0,Germantown,Louisville,no,,
303,80214,Riverview Regional Medical Center,441307.0,37030.0,1,LifePoint Health,Other,107627030.0,2591462.0,17000188.0,22962712.0,2631796.0,22451353.0,89420.0,2721216.0,19591650.0,1862742.0,20386556.0,35.0,263.0,5666.0,5378.0,27116.0,0.04641722555594776,0.1983330874760289,2017,for_profit,1286.0,1286.0,0.17,33266550.0,74160062.0,33466969.0,Carthage,Brentwood,yes,5.0,663959.0
304,82201,Bristol Regional Medical Center,440012.0,37620.0,1,Wellmont Health System,General Medical and Surgical,872614258.0,48460503.0,47872473.0,241649657.0,19798585.0,234533993.0,33189364.0,52987949.0,96332976.0,16983402.0,226857931.0,312.0,6869.0,65650.0,22047.0,128811.0,0.10463061690784463,0.17115774273936232,2017,non_profit,12117.0,12117.0,0.21,436746051.0,428509830.0,445428322.0,Bristol,Kingsport,yes,5.0,4005726.0
305,82211,Holston Valley Medical Center,440017.0,37662.0,1,Wellmont Health System,General Medical and Surgical,1237450054.0,70120188.0,66642253.0,319730117.0,19161975.0,313120708.0,47249206.0,66411181.0,136762441.0,23480904.0,329169400.0,505.0,11494.0,77881.0,28051.0,171630.0,0.14758413476971277,0.16343879275184992,2017,non_profit,25063.0,25063.0,0.23,620114594.0,611769029.0,627485854.0,Kingsport,Kingsport,yes,5.0,13693194.0
306,82251,Indian Path Community Hospital,440176.0,37660.0,1,Mountain States Health Alliance,General Medical and Surgical,560259589.0,36635831.0,45487198.0,88646199.0,9712132.0,87332972.0,4868015.0,14580147.0,82123029.0,9430815.0,85037817.0,239.0,3338.0,21483.0,22247.0,125128.0,0.15537867150770376,0.17779393900645737,2017,non_profit,5472.0,5474.0,0.13,252906218.0,307353371.0,257658265.0,Kingsport,Johnson City,yes,5.0,1887396.0
307,82751,HealthSouth Rehabilitation Hospital,443027.0,37660.0,1,Encompass Health Corporation,Rehabilitation,29782333.0,1937062.0,0.0,15291879.0,139926.0,15273712.0,555072.0,694998.0,1937062.0,974116.0,13953276.0,50.0,943.0,13307.0,0.0,0.0,0.07086495829262794,,2017,for_profit,17.0,17.0,0.44,29782333.0,0.0,29782333.0,Kingsport,Birmingham,no,,0.0
308,82761,"Select Specialty Hospitals-Tricities, Inc.",442016.0,37620.0,0,,Long Term Acute Care,73110741.0,6159261.0,,18575100.0,344756.0,18081903.0,48616.0,393372.0,,1478801.0,16464225.0,33.0,1031.0,11431.0,0.0,0.0,0.09019333391654273,,2017,for_profit,0.0,2.0,0.0,0.0,0.0,0.0,Bristol,,no,,0.0
309,83204,TriStar Portland Medical Park,440194.0,37148.0,1,HCA Healthcare Corporation,Other,66911813.0,0.0,18907112.0,7061131.0,828229.0,7061131.0,2726413.0,3554642.0,18907112.0,1700624.0,7651069.0,25.0,0.0,0.0,0.0,0.0,,,2017,for_profit,1987.0,2131.0,10.74,0.0,66911812.0,0.0,Portland,Nashville,yes,5.0,0.0
310,83244,Sumner Regional Medical Center,440003.0,37066.0,1,LifePoint Health,General Medical and Surgical,783569035.0,38404927.0,80435664.0,155691412.0,17527901.0,147634269.0,7910434.0,25438335.0,118840591.0,9083491.0,127631948.0,155.0,3745.0,32100.0,20056.0,106101.0,0.11666666666666667,0.18902743612218548,2017,for_profit,8455.0,8455.0,0.13,349760879.0,429052351.0,354516684.0,Gallatin,Brentwood,yes,5.0,7138371.0
311,83254,TriStar Hendersonville Medical Center,440194.0,37075.0,1,HCA Healthcare Corporation,General Medical and Surgical,840569394.0,42439933.0,68144149.0,135998488.0,15655113.0,131264986.0,52008950.0,67664063.0,110584082.0,11439516.0,113596960.0,134.0,4123.0,24859.0,15911.0,92169.0,0.1658554245947142,0.1726285410495937,2017,for_profit,5926.0,7052.0,10.74,353120919.0,481179106.0,359390289.0,Hendersonville,Nashville,yes,5.0,3339681.0
312,84256,Baptist Memorial Hospital - Tipton,440131.0,38019.0,1,Baptist Memorial Health Care Corporation,General Medical and Surgical,352402195.0,8479957.0,50984656.0,92182041.0,7625954.0,86089212.0,13650012.0,21275966.0,59464613.0,10324730.0,84394608.0,100.0,1096.0,3002.0,14800.0,56106.0,0.36508994003997336,0.2637864043061348,2017,non_profit,4333.0,4333.0,21.97,20396078.0,330931519.0,21470676.0,Covington,Memphis,yes,5.0,4606371.0
313,85214,Trousdale Medical Center,441301.0,37074.0,1,LifePoint Health,Other,29574544.0,483274.0,6548368.0,9983124.0,1749607.0,9133074.0,7364.0,1756971.0,7031642.0,1275760.0,8201239.0,25.0,54.0,1168.0,3047.0,11642.0,0.046232876712328765,0.2617247895550593,2017,for_profit,871.0,871.0,0.26,6468356.0,23106187.0,6468356.0,Hartsville,Brentwood,yes,5.0,393085.0
314,86211,Unicoi County Hospital,440001.0,37650.0,1,Mountain States Health Alliance,General Medical and Surgical,50708304.0,959973.0,6063415.0,8267226.0,2468566.0,8168288.0,63.0,2468629.0,7023388.0,1284037.0,10544800.0,48.0,338.0,1589.0,6583.0,23548.0,0.21271239773442416,0.27955665024630544,2017,non_profit,1056.0,1056.0,0.25,8500693.0,42207611.0,8500693.0,Erwin,Johnson City,yes,5.0,437268.0
315,89234,"Saint Thomas River Park Hospital, LLC",440151.0,37110.0,1,Saint Thomas Health,General Medical and Surgical,222759666.0,10829084.0,33437543.0,46696595.0,3875910.0,44074540.0,3709689.0,7585599.0,44266627.0,5432129.0,45860042.0,125.0,872.0,12388.0,17569.0,56459.0,0.07039070067807555,0.31118156538372976,2017,non_profit,4394.0,4394.0,0.19,72919831.0,148622556.0,74137111.0,McMinnville,Nashville,yes,5.0,3353810.0
316,90231,Franklin Woods Community Hospital,440184.0,37604.0,1,Mountain States Health Alliance,General Medical and Surgical,460842506.0,23260577.0,38587439.0,73678931.0,9588287.0,73466919.0,2964185.0,12552472.0,61848016.0,7356882.0,59073657.0,80.0,2422.0,18748.0,9606.0,51092.0,0.1291871132920845,0.18801377906521569,2017,non_profit,4296.0,4301.0,0.14,185806238.0,283553823.0,193135088.0,Johnson City,Johnson City,yes,5.0,1223128.0
317,90281,Johnson City Medical Center,440063.0,37604.0,1,Mountain States Health Alliance,General Medical and Surgical,2619499817.0,230858382.0,158719343.0,428357872.0,43486146.0,416130583.0,36609698.0,80095844.0,389577725.0,47843676.0,367818940.0,501.0,26150.0,124349.0,49050.0,258750.0,0.210295217492702,0.18956521739130436,2017,non_profit,11796.0,11892.0,0.13,1565758584.0,1053741233.0,1571665092.0,Johnson City,Johnson City,yes,5.0,12347215.0
318,90411,Woodridge Psychiatric Hospital,44063.0,37604.0,1,Mountain States Health Alliance,Psychiatric,78547373.0,8927650.0,79717.0,22172682.0,1143810.0,16525358.0,15739651.0,16883461.0,9007367.0,429586.0,16778836.0,84.0,3212.0,27747.0,547.0,4785.0,0.11576026237070675,0.11431556948798328,2017,non_profit,1384.0,1388.0,0.1,77808430.0,738943.0,77808430.0,Johnson City,Johnson City,no,,
319,90751,Quillen Rehabilitation Hospital,443033.0,37601.0,1,HealthSouth Corporation (Encompass Health),Rehabilitation,17317700.0,574023.0,0.0,10569064.0,96258.0,10559105.0,159037.0,255295.0,574023.0,115499.0,9949160.0,36.0,301.0,8950.0,0.0,0.0,0.03363128491620112,,2017,for_profit,6.0,6.0,51.8,17317700.0,0.0,17317700.0,Johnson City,Birmingham,no,,0.0
320,91214,Wayne Medical Center,440010.0,38485.0,1,Maury Regional Healthcare System,General Medical and Surgical,37891558.0,340656.0,4962723.0,11345295.0,841963.0,10939013.0,889883.0,1731846.0,5303379.0,677929.0,12275019.0,80.0,88.0,1371.0,3122.0,22250.0,0.06418672501823487,0.14031460674157303,2017,public,774.0,774.0,28.6,6816483.0,31075073.0,6816483.0,Waynesboro,Columbia,yes,5.0,165066.0
321,92225,West Tennessee Healthcare-Volunteer Hospital,440061.0,38237.0,1,Community Health Systems,General Medical and Surgical,184425223.0,10196200.0,31280832.0,30779360.0,2318960.0,28584217.0,68563.0,2387523.0,41477032.0,5316559.0,34836870.0,100.0,720.0,3670.0,8284.0,35118.0,0.19618528610354224,0.2358904265618771,2017,for_profit,1374.0,1374.0,0.12,43968149.0,138169821.0,46255400.0,Martin,Franklin,yes,5.0,1701893.0
322,92405,Behavioral Healthcare Center at Martin,444005.0,38327.0,0,,Psychiatric,3737314.0,,,3684648.0,0.0,3684648.0,12229.0,12229.0,,0.0,3124300.0,16.0,0.0,3978.0,0.0,0.0,0.0,,2017,for_profit,0.0,0.0,0.0,3737314.0,0.0,3737314.0,Martin,,no,,0.0
323,92795,Spire Cane Creek Rehab in Partnership-Healthsouth,443030.0,38237.0,1,Encompass Health,Rehabilitation,16092310.0,205343.0,0.0,13142377.0,193035.0,13139076.0,11789.0,204824.0,205343.0,95608.0,8316341.0,40.0,80.0,9059.0,0.0,0.0,0.00883099679876366,,2017,for_profit,0.0,0.0,0.54,16092310.0,0.0,16092310.0,Martin,Birmingham,no,,0.0
324,93204,"Saint Thomas Highlands Hospital, LLC",440192.0,37583.0,1,Saint Thomas Health,General Medical and Surgical,107723114.0,4015799.0,22575739.0,20878699.0,1191655.0,19951496.0,3505829.0,4697484.0,26591538.0,2354241.0,20858006.0,60.0,256.0,4915.0,8715.0,29091.0,0.05208545269582909,0.2995771888212849,2017,non_profit,2197.0,2197.0,0.21,30281753.0,77441360.0,30281753.0,Sparta,Nashville,yes,5.0,529984.0
325,94234,Williamson Medical Center,440029.0,37067.0,0,,General Medical and Surgical,559252658.0,9639043.0,19935562.0,205055273.0,12436153.0,186945745.0,2454966.0,14891119.0,29574605.0,3669976.0,195697568.0,185.0,1980.0,30703.0,10215.0,150567.0,0.06448881216819204,0.06784355137579948,2017,public,,,,225728942.0,349185945.0,227632672.0,Franklin,,yes,5.0,0.0
326,94404,Rolling Hills Hospital,444007.0,37067.0,1,"Universal Health Services, Inc.",Psychiatric,70556052.0,25717800.0,1148103.0,31297249.0,1038340.0,30748415.0,163905.0,1202245.0,26865903.0,8494138.0,22009127.0,120.0,13983.0,33688.0,1543.0,10130.0,0.4150736167181192,0.152319842053307,2017,for_profit,0.0,0.0,0.0,56074045.0,5656932.0,56074045.0,Franklin,King of Prussia,no,,502190.0
327,94804,Healthsouth Rehabilitation Hospital of Franklin,443035.0,37067.0,1,HealthSouth Corporation,Rehabilitation,15318534.0,,,9883947.0,30710.0,9863337.0,2030.0,32740.0,,0.0,9490555.0,40.0,0.0,7391.0,0.0,0.0,0.0,,2017,for_profit,0.0,6.0,0.84,15318534.0,0.0,15318534.0,Franklin,Birmingham,no,,
328,95204,Tennova Healthcare - Lebanon McFarland,440193.0,37087.0,1,Community Health Systems,Psychiatric,23943550.0,6534125.0,0.0,8489145.0,391111.0,8293822.0,8643.0,399754.0,6534125.0,1587750.0,8437753.0,75.0,3348.0,9602.0,0.0,0.0,0.34867735888356594,,2017,for_profit,115.0,115.0,0.11,23943550.0,0.0,23943550.0,Lebanon,Franklin,no,,
329,95224,Tennova Healthcare - Lebanon,440193.0,37087.0,1,Community Health Systems,General Medical and Surgical,728571271.0,38639356.0,74245656.0,97965897.0,11883498.0,92031220.0,262627.0,12146125.0,112885012.0,5666393.0,96404418.0,170.0,3430.0,18921.0,12474.0,61140.0,0.18128005919348872,0.20402355250245338,2017,for_profit,4798.0,4798.0,0.11,302234865.0,425154882.0,303416389.0,Lebanon,Franklin,yes,5.0,4196969.0
330,33223,Memorial Hospital Hixson,440091.0,37343.0,1,Catholic Health Initiatives,General Medical and Surgical,350578919.0,6466134.0,17279074.0,68889233.0,8598977.0,63735095.0,11214211.0,19813188.0,23745208.0,2968331.0,62173566.0,75.0,1122.0,19159.0,9478.0,92628.0,0.05856255545696539,0.10232327158094745,2017,non_profit,,,,115490419.0,235088500.0,115490419.0,Hixson,Denver,yes,5.0,1284504.0
331,21234,Saint Thomas DeKalb Hospital,440148.0,37166.0,1,Saint Thomas Health,General Medical and Surgical,41067873.0,703639.0,7736395.0,11073884.0,1998991.0,10009069.0,2131198.0,4130189.0,8440034.0,1042433.0,14518152.0,71.0,202.0,1763.0,4565.0,16445.0,0.11457742484401588,0.27759197324414714,2017,non_profit,2052.0,2052.0,0.35,8214212.0,32853661.0,8214212.0,Smithsville,Nashville,yes,5.0,647099.0
332,79466,Behavioral Healthcare Center at Memphis,444024.0,38107.0,0,,Psychiatric,3730074.0,,,3665395.0,43068.0,3665392.0,8211.0,51279.0,,0.0,3066530.0,16.0,0.0,4259.0,0.0,0.0,0.0,,2017,for_profit,,,,3730074.0,0.0,3730074.0,Memphis,,no,,
333,25204,"Jamestown TN Medical Center, Inc.",440083.0,38556.0,0,,General Medical and Surgical,93922200.0,4266262.0,14511887.0,18076063.0,1995332.0,16629484.0,40668.0,2036000.0,18778149.0,2572984.0,20841756.0,85.0,470.0,4267.0,5383.0,21950.0,0.11014764471525662,0.24523917995444192,2017,for_profit,1220.0,1220.0,0.17,31778524.0,62143676.0,31778524.0,Jamestown,,yes,5.0,967583.0
334,79496,Crestwyn Behavioral Health,444025.0,38125.0,1,Acadia Healthcare,Psychiatric,28188950.0,12235500.0,147200.0,13818087.0,833317.0,13337295.0,329869.0,1163186.0,12382700.0,4595715.0,12625110.0,66.0,8336.0,17714.0,255.0,2774.0,0.47058823529411764,0.09192501802451333,2017,for_profit,23.0,23.0,0.34,26569500.0,1619450.0,26569500.0,Memphis,Franklin,no,,
335,7242,Tennova Healthcare - LaFollette Medical Center,440033.0,37766.0,1,Community Health System,General Medical and Surgical,224040116.0,10569743.0,31191951.0,44603382.0,4630786.0,42924597.0,333520.0,4964306.0,41761694.0,5188674.0,42900076.0,66.0,1264.0,11178.0,9589.0,44223.0,0.11307926283771694,0.21683286977364719,2018,for_profit,2741.0,2741.0,0.16,79569083.0,144471032.0,79569083.0,LaFollette,Franklin,yes,5.0,1898581.74244549
336,7252,"Jellico Community Hospital, Inc.",440180.0,37762.0,1,Community Hospital Corporation,General Medical and Surgical,48079412.0,3831726.0,14441773.0,11680298.0,1748049.0,11159458.0,0.0,1748049.0,18273499.0,3903923.0,16079109.0,54.0,976.0,2592.0,11199.0,26064.0,0.3765432098765432,0.4296731123388582,2018,non_profit,1073.0,1073.0,0.29,12028300.0,35786505.0,12292907.0,Jellico,Plano,yes,5.0,576541.0
337,8214,"Saint Thomas Stones River Hospital, LLC.",440200.0,37190.0,1,Saint Thomas Health,General Medical and Surgical,30344965.0,537312.0,4454435.0,7938599.0,1749919.0,7146677.0,1934669.0,3684588.0,4991747.0,536617.0,10675966.0,60.0,151.0,4413.0,0.0,9307.0,0.034217085882619534,0.0,2018,non_profit,727.0,734.0,35.2,12657508.0,17687457.0,12657508.0,Woodbury,Nashville,yes,5.0,350365.884537201
338,9245,Baptist Memorial Hospital - Huntingdon,440016.0,38344.0,1,Baptist Memorial Healthcare System,General Medical and Surgical,60874709.0,1074375.0,8979995.0,12626180.0,1864413.0,12196021.0,3145968.0,5010381.0,10054370.0,1326864.0,17697887.0,70.0,189.0,5368.0,3091.0,12984.0,0.03520864381520119,0.2380622304374615,2018,non_profit,1321.0,1321.0,0.25,21764985.0,39109724.0,21764985.0,Huntingdon,Memphis,yes,5.0,444148.31850893
339,9255,Baptist Memorial Hospital - Carroll County,440182.0,38201.0,0,,General Medical and Surgical,104089647.0,9098858.0,22076731.0,8189105.0,2778306.0,8051043.0,4197.0,2782503.0,31175589.0,2067511.0,14841046.0,45.0,528.0,2012.0,5226.0,16272.0,0.2624254473161034,0.32116519174041297,2018,for_profit,0.0,0.0,0.0,28817830.0,74487707.0,29280524.0,McKenzie,,yes,4.0,1408228.40295988
340,10221,Sycamore Shoals Hospital,440018.0,37643.0,1,Ballad Health,General Medical and Surgical,311385922.0,13319436.0,36945098.0,45784775.0,7975524.0,45046565.0,2499857.0,10475381.0,50264534.0,4921517.0,40107288.0,121.0,1428.0,15474.0,11497.0,65904.0,0.09228383094222567,0.17445071619325078,2018,non_profit,4451.0,4451.0,0.13,126609621.0,1847769301.0,126609621.0,Elizabethton,Johnson City,yes,5.0,2205602.14879852
341,11204,TriStar Ashland City Medical Center,441311.0,37015.0,1,HCA Health Services of TN Inc,General Medical and Surgical,74334505.0,1136071.0,14941683.0,10125331.0,4148980.0,8905549.0,12417073.0,16566053.0,16077754.0,1696821.0,11208345.0,12.0,182.0,2224.0,4249.0,16007.0,0.08183453237410072,0.2654463672143437,2018,for_profit,2131.0,2186.0,13.42,10831241.0,63503263.0,10831241.0,Ashland City,Nashville,yes,5.0,511639.0
342,13202,Claiborne Medical Center,440057.0,37879.0,1,Covenant Health System,General Medical and Surgical,70305847.0,2127745.0,9435403.0,19283201.0,787161.0,18215452.0,3323294.0,4110455.0,11563148.0,1918456.0,25138995.0,85.0,469.0,3973.0,7377.0,37989.0,0.11804681600805436,0.19418779120271656,2018,non_profit,2472.0,2472.0,0.32,18153072.0,52152774.0,18153072.0,Tazewell,Knoxville,yes,5.0,787424.691241969
343,14204,Cumberland River Hospital,441319.0,38551.0,1,Cookeville Regional Health System,General Medical and Surgical,16835964.0,219612.0,2371916.0,9537726.0,369229.0,9022562.0,160318.0,529547.0,2591528.0,832365.0,9702228.0,33.0,131.0,4432.0,2509.0,12050.0,0.029557761732851986,0.20821576763485478,2018,non_profit,1129.0,1129.0,0.0,6873922.0,9962043.0,6873922.0,Celina,Cookeville,yes,5.0,438901.0
344,15222,Tennova Healthcare - Newport Medical Center,440153.0,37821.0,1,"Community Health Systems, Inc.",General Medical and Surgical,213335083.0,9720625.0,40826279.0,39069351.0,7032803.0,37280898.0,351487.0,7384290.0,50546904.0,5184239.0,40267474.0,74.0,1041.0,6426.0,15355.0,46973.0,0.1619981325863679,0.32688991548336277,2018,for_profit,5181.0,5181.0,0.14,59054999.0,153577126.0,59757960.0,Newport,Franklin,yes,5.0,2705357.80536369
345,16214,Unity Medical Center,440007.0,37355.0,0,,General Medical and Surgical,68082321.0,1199353.0,14145148.0,24140009.0,3845963.0,23743124.0,41410.0,3887373.0,15344501.0,3578470.0,26388199.0,49.0,0.0,3335.0,25508.0,91335.0,0.0,0.2792795751902338,2018,for_profit,4796.0,4796.0,0.0,10993210.0,57089111.0,10993210.0,Manchester,,yes,5.0,543243.610121149
346,16234,Tennova Healthcare - Harton,440144.0,37388.0,1,Community Health Systems,General Medical and Surgical,583827801.0,32102708.0,61046343.0,75507180.0,9473382.0,72329169.0,421827.0,9895209.0,93149051.0,5826645.0,75812394.0,135.0,1868.0,14442.0,13267.0,58289.0,0.1293449660711813,0.22760726723738614,2018,for_profit,4519.0,4519.0,0.11,247699860.0,331983775.0,251844026.0,Tullahoma,Tullahoma,yes,5.0,3099238.69212717
347,18224,"Cumberland Medical Center, Inc.",44009.0,38555.0,1,Covenant Health,General Medical and Surgical,241479867.0,10337575.0,18434582.0,77096756.0,7796781.0,70802907.0,10068798.0,17865579.0,28772157.0,4912249.0,77698259.0,189.0,1992.0,17131.0,14935.0,91803.0,0.11628042729554608,0.16268531529470714,2018,non_profit,7780.0,7780.0,0.26,84831953.0,155662865.0,85817003.0,Crossville,Knoxville,yes,5.0,2239459.22169147
348,19214,TriStar Southern Hills Medical Center,440197.0,37211.0,1,HCA Healthcare,General Medical and Surgical,788641638.0,31151412.0,98064733.0,121414826.0,23376550.0,116299833.0,83078698.0,106455248.0,129216145.0,11504003.0,108822988.0,126.0,2457.0,23336.0,21937.0,88985.0,0.10528796708947549,0.24652469517334383,2018,for_profit,12188.0,12786.0,11.96,323180835.0,465460803.0,323180835.0,Nashville,Nashville,yes,5.0,4799354.69692447
349,19234,TriStar Skyline Madison Campus,440006.0,37115.0,1,HCA,Psychiatric,184654200.0,59991680.0,2988604.0,27288430.0,7379918.0,25368651.0,18571916.0,25951834.0,62980284.0,5999520.0,33664240.0,121.0,10835.0,31200.0,1327.0,5232.0,0.347275641025641,0.253631498470948,2018,for_profit,612.0,630.0,0.0,172929305.0,11724894.0,172929305.0,Madison,Nashville,no,1.0,
350,19244,Metropolitan Nashville General Hospital,4400111.0,37208.0,0,,General Medical and Surgical,217950476.0,19238058.0,39786797.0,109353141.0,31657993.0,40820480.0,34232614.0,65890607.0,59024855.0,8258447.0,103720671.0,150.0,2549.0,10894.0,20750.0,86237.0,0.2339820084450156,0.24061597690086622,2018,public,38039.0,38039.0,0.44,70509964.0,146716172.0,71234304.0,Nashville,,yes,5.0,21350746.0
